"lfdnr";"lfdnr2";"Finanzposition";"Bezeichnung";"EinAus";"Teilabschnitt";"RQ";"FG";"SN";"AOB";"AnfZahlungsrueckstand";"LaufendesSoll";"GesamtSoll";"Ist";"SchliesslicheRueckstaende";"Voranschlag";"NachtragsVoranschlage";"GesamtVoranschlag";"UnterschiedLFDSollGesamtVAGuenstiger";"UnterschiedLFDSollGesamtVAUnguenstiger";"zahl";"pol1";"pol2";"pol3";"pol4";"pol5";"eco1";"eco2";"eco3";"eco4";"eco5";"eco6";"polAgg3";"ecoAgg3";"polAgg5";"ecoAgg6";"year"
"9373";9373;"6.84000.001000";"UNBEBAUTE GRUNDSTÜCKE";"EINNAHME";84000;30;2;"D";"0804";"       5493.57";"        498.99";"       5992.56";"        498.99";"       5493.57";"          0.00";"          0.00";"          0.00";"        498.99-";"          0.00";"6";"8";"4";"0";"0";"0";"0";"0";"1";"0";"0";"0";"840";"001";"84000";"001000";"2011"
"9374";9374;"6.84000.001100";"UNBEBAUTE GRUNDSTÜCKE";"EINNAHME";84000;30;2;"D";"0804";"     810579.00";"          0.00";"     810579.00";"     810579.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"6";"8";"4";"0";"0";"0";"0";"0";"1";"1";"0";"0";"840";"001";"84000";"001100";"2011"
"9375";9375;"6.84000.298402";"RÜCKLAGEN ENTNAHME GRUNDSTÜCKSRÜCKLAGE";"EINNAHME";84000;51;9;"D";"0800";"    1943922.01";"          0.00";"    1943922.01";"    1943922.01";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"6";"8";"4";"0";"0";"0";"2";"9";"8";"4";"0";"2";"840";"298";"84000";"298402";"2011"
"9376";9376;"6.84000.346000";"INVESTITIONSDARLEHEN VON KREDITINSTITUTEN";"EINNAHME";84000;55;9;"D";"0800";"          0.00";"      96812.52";"      96812.52";"      96812.52";"          0.00";"    1373600.00";"     310400.00";"    1684000.00";"          0.00";"    1587187.48-";"6";"8";"4";"0";"0";"0";"3";"4";"6";"0";"0";"0";"840";"346";"84000";"346000";"2011"
"9377";9377;"6.84010.298402";"RÜCKLAGEN ENTNAHME GRUNDSTÜCKSRÜCKLAGE";"EINNAHME";84010;51;9;"D";"0800";"     182249.46";"          0.00";"     182249.46";"     182249.46";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"6";"8";"4";"0";"1";"0";"2";"9";"8";"4";"0";"2";"840";"298";"84010";"298402";"2011"
"9378";9378;"6.84010.346000";"INVESTITIONSDARLEHEN VON KREDITINSTITUTEN";"EINNAHME";84010;55;9;"D";"0800";"          0.00";"     111817.09";"     111817.09";"     111817.09";"          0.00";"     233000.00";"      64400.00";"     297400.00";"          0.00";"     185582.91-";"6";"8";"4";"0";"1";"0";"3";"4";"6";"0";"0";"0";"840";"346";"84010";"346000";"2011"
"9379";9379;"6.84200.298402";"RÜCKLAGEN ENTNAHME GRUNDSTÜCKSRÜCKLAGE";"EINNAHME";84200;51;9;"D";"0800";"     235441.08";"          0.00";"     235441.08";"     235441.08";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"6";"8";"4";"2";"0";"0";"2";"9";"8";"4";"0";"2";"842";"298";"84200";"298402";"2011"
"9380";9380;"6.84200.346000";"INVESTITIONSDARLEHEN VON KREDITINSTITUTEN";"EINNAHME";84200;55;9;"D";"0800";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       1500.00";"       1500.00";"          0.00";"       1500.00-";"6";"8";"4";"2";"0";"0";"3";"4";"6";"0";"0";"0";"842";"346";"84200";"346000";"2011"
"9381";9381;"6.85100.298002";"RÜCKLAGEN";"EINNAHME";85100;51;9;"D";"0800";"      60078.85";"     450268.93";"     510347.78";"      60078.85";"     450268.93";"    6005000.00";"     570000.00-";"    5435000.00";"          0.00";"    4984731.07-";"6";"8";"5";"1";"0";"0";"2";"9";"8";"0";"0";"2";"851";"298";"85100";"298002";"2011"
"9382";9382;"6.85100.298012";"RÜCKLAGEN BA 114";"EINNAHME";85100;51;9;"D";"0800";"     146035.55";"          0.00";"     146035.55";"     146035.55";"          0.00";"      10000.00";"          0.00";"      10000.00";"          0.00";"      10000.00-";"6";"8";"5";"1";"0";"0";"2";"9";"8";"0";"1";"2";"851";"298";"85100";"298012";"2011"
"9383";9383;"6.85100.298022";"RÜCKLAGEN BA 104";"EINNAHME";85100;51;9;"D";"0800";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"      35000.00";"      35000.00";"          0.00";"      35000.00-";"6";"8";"5";"1";"0";"0";"2";"9";"8";"0";"2";"2";"851";"298";"85100";"298022";"2011"
"9384";9384;"6.85100.298072";"RÜCKLAGEN BA 70";"EINNAHME";85100;51;9;"D";"0800";"    2204375.51";"    2192918.31";"    4397293.82";"    2204375.51";"    2192918.31";"    4350000.00";"          0.00";"    4350000.00";"          0.00";"    2157081.69-";"6";"8";"5";"1";"0";"0";"2";"9";"8";"0";"7";"2";"851";"298";"85100";"298072";"2011"
"9385";9385;"6.85100.298102";"RÜCKLAGEN BA 132";"EINNAHME";85100;51;9;"D";"0800";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"     100000.00";"          0.00";"     100000.00";"          0.00";"     100000.00-";"6";"8";"5";"1";"0";"0";"2";"9";"8";"1";"0";"2";"851";"298";"85100";"298102";"2011"
"9386";9386;"6.85100.298112";"RÜCKLAGEN BA 57";"EINNAHME";85100;51;9;"D";"0800";"       5789.03";"          0.00";"       5789.03";"       5789.03";"          0.00";"          0.00";"     773900.00";"     773900.00";"          0.00";"     773900.00-";"6";"8";"5";"1";"0";"0";"2";"9";"8";"1";"1";"2";"851";"298";"85100";"298112";"2011"
"9387";9387;"6.85100.298142";"RÜCKLAGEN BA 82";"EINNAHME";85100;51;9;"D";"0800";"     469208.12";"          0.00";"     469208.12";"     469208.12";"          0.00";"     185000.00";"     120000.00";"     305000.00";"          0.00";"     305000.00-";"6";"8";"5";"1";"0";"0";"2";"9";"8";"1";"4";"2";"851";"298";"85100";"298142";"2011"
"9388";9388;"6.85100.298152";"RÜCKLAGEN BA 124";"EINNAHME";85100;51;9;"D";"0800";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"      30000.00";"      30000.00";"          0.00";"      30000.00-";"6";"8";"5";"1";"0";"0";"2";"9";"8";"1";"5";"2";"851";"298";"85100";"298152";"2011"
"9389";9389;"6.85100.298162";"RÜCKLAGEN BA 138";"EINNAHME";85100;51;9;"D";"0800";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"     200000.00";"     200000.00";"          0.00";"     200000.00-";"6";"8";"5";"1";"0";"0";"2";"9";"8";"1";"6";"2";"851";"298";"85100";"298162";"2011"
"9390";9390;"6.85100.298172";"RÜCKLAGEN BA 147";"EINNAHME";85100;51;9;"D";"0800";"     314743.19";"      85404.99";"     400148.18";"     314743.19";"      85404.99";"      70000.00";"      70000.00";"     140000.00";"          0.00";"      54595.01-";"6";"8";"5";"1";"0";"0";"2";"9";"8";"1";"7";"2";"851";"298";"85100";"298172";"2011"
"9391";9391;"6.85100.298182";"RÜCKLAGEN BA 151";"EINNAHME";85100;51;9;"D";"0800";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"      30000.00";"      30000.00";"          0.00";"      30000.00-";"6";"8";"5";"1";"0";"0";"2";"9";"8";"1";"8";"2";"851";"298";"85100";"298182";"2011"
"9392";9392;"6.85100.298192";"RÜCKLAGEN BA 59";"EINNAHME";85100;51;9;"D";"0800";"       7255.60";"          0.00";"       7255.60";"       7255.60";"          0.00";"          0.00";"      52700.00";"      52700.00";"          0.00";"      52700.00-";"6";"8";"5";"1";"0";"0";"2";"9";"8";"1";"9";"2";"851";"298";"85100";"298192";"2011"
"9393";9393;"6.85100.298202";"RÜCKLAGEN BA 41";"EINNAHME";85100;51;9;"D";"0800";"     857631.60";"          0.00";"     857631.60";"     857631.60";"          0.00";"     160000.00";"          0.00";"     160000.00";"          0.00";"     160000.00-";"6";"8";"5";"1";"0";"0";"2";"9";"8";"2";"0";"2";"851";"298";"85100";"298202";"2011"
"9394";9394;"6.85100.298212";"RÜCKLAGEN BA 129";"EINNAHME";85100;51;9;"D";"0800";"      45161.91";"          0.00";"      45161.91";"      45161.91";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"6";"8";"5";"1";"0";"0";"2";"9";"8";"2";"1";"2";"851";"298";"85100";"298212";"2011"
